GWO,2,bear,otsu,23,157
GWO,3,bear,otsu,109,210,240
GWO,5,bear,otsu,2,20,175,190,246
GWO,7,bear,otsu,91,96,154,156,171,243,243
GWO,8,bear,otsu,33,75,102,141,142,148,192,194
GWO,10,bear,otsu,9,103,127,134,136,165,181,191,198,220
