GWO,2,bear2,otsu,80,116
GWO,3,bear2,otsu,67,95,120
GWO,5,bear2,otsu,9,80,92,116,191
GWO,7,bear2,otsu,20,81,81,114,116,222,254
GWO,8,bear2,otsu,20,41,76,85,106,114,149,207
GWO,10,bear2,otsu,8,20,78,89,91,113,161,198,201,254
GWO,12,bear2,otsu,19,19,31,45,74,86,91,94,109,184,207,227
