GWO,2,bear2,otsu,4,254
GWO,3,bear2,otsu,0,0,254
GWO,5,bear2,otsu,2,17,21,23,254
GWO,7,bear2,otsu,0,0,0,0,0,0,0
GWO,8,bear2,otsu,0,0,0,0,0,0,0,0
GWO,10,bear2,otsu,0,0,0,0,0,0,1,20,26,254
GWO,12,bear2,otsu,0,0,0,0,0,0,0,0,0,0,0,0
GWO,13,bear2,otsu,0,0,0,0,0,0,0,0,0,0,0,0,0
GWO,15,bear2,otsu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
