GWO,2,bear2,otsu,79,117
GWO,3,bear2,otsu,70,99,123
GWO,5,bear2,otsu,23,80,93,117,197
GWO,7,bear2,otsu,1,38,75,82,115,115,249
GWO,8,bear2,otsu,23,71,80,92,119,120,205,222
